CO_CURSO,TP_SEXO,NT_GER,EST_CIVIL,COR_RACA,RENDA
99806,M,18.4,CASADO(A),PARDA,DE 1.5 A 3
99806,M,39.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
99806,M,56.9,SOLTEIRO(A),PARDA,ATE 1.5
99806,F,29.3,SOLTEIRO(A),PARDA,ATE 1.5
99806,F,61.3,SOLTEIRO(A),PARDA,DE 1.5 A 3
99806,F,32.9,SOLTEIRO(A),BRANCA,ATE 1.5
99806,F,36.4,SOLTEIRO(A),BRANCA,ATE 1.5
99806,M,53.4,SOLTEIRO(A),PARDA,ATE 1.5
99806,F,35.3,SOLTEIRO(A),PARDA,ATE 1.5
99808,M,23.9,CASADO(A),PARDA,ATE 1.5
99808,F,32.3,SOLTEIRO(A),BRANCA,DE 4.5 A 6
99808,F,40.4,SOLTEIRO(A),BRANCA,DE 1.5 A 3
99808,M,43.8,SOLTEIRO(A),PARDA,ATE 1.5
99808,F,33.7,OUTRO,PARDA,DE 1.5 A 3
99808,F,34,SOLTEIRO(A),PARDA,ATE 1.5
99808,F,32.2,CASADO(A),BRANCA,ATE 1.5
99808,F,37.1,CASADO(A),BRANCA,DE 3 A 4.5
99808,M,33.3,SOLTEIRO(A),BRANCA,ATE 1.5
99808,M,49.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
99808,F,28.1,SOLTEIRO(A),PARDA,ATE 1.5
99808,M,39.8,SOLTEIRO(A),PARDA,ATE 1.5
99808,F,42.5,SOLTEIRO(A),PARDA,ATE 1.5
99808,M,42.8,SOLTEIRO(A),BRANCA,DE 1.5 A 3
99808,M,45.7,SOLTEIRO(A),PARDA,ATE 1.5
99808,M,43.9,SOLTEIRO(A),PARDA,ATE 1.5
99808,F,29.7,SOLTEIRO(A),PARDA,ATE 1.5
99808,M,38.8,SOLTEIRO(A),PRETA,ATE 1.5
99808,F,32.1,SOLTEIRO(A),PARDA,ATE 1.5
99808,F,32.3,SOLTEIRO(A),PARDA,ATE 1.5
99808,M,25.9,SOLTEIRO(A),BRANCA,ATE 1.5
99808,M,37.3,SOLTEIRO(A),AMARELA,ATE 1.5
99808,M,35.5,SOLTEIRO(A),NAO DECLARADO,ATE 1.5
99808,M,29.9,SOLTEIRO(A),BRANCA,ATE 1.5
99808,M,43.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
99810,M,48.2,SOLTEIRO(A),BRANCA,DE 1.5 A 3
99810,M,47.5,SOLTEIRO(A),PARDA,DE 1.5 A 3
99810,M,36.1,SOLTEIRO(A),BRANCA,ATE 1.5
99810,F,38.1,SOLTEIRO(A),PARDA,ATE 1.5
99810,M,46.4,SOLTEIRO(A),PARDA,ATE 1.5
99810,F,37.2,SOLTEIRO(A),PARDA,ATE 1.5
99810,M,29.5,SOLTEIRO(A),BRANCA,DE 1.5 A 3
99810,M,32.4,SOLTEIRO(A),PRETA,DE 1.5 A 3
99810,M,32.8,SOLTEIRO(A),PARDA,ATE 1.5
99810,M,35.6,SOLTEIRO(A),PRETA,DE 1.5 A 3
99810,M,40.9,CASADO(A),PARDA,DE 1.5 A 3
99810,M,25.9,SOLTEIRO(A),BRANCA,ATE 1.5
99810,F,39.7,CASADO(A),PARDA,ATE 1.5
99810,M,41.5,SEPARADO(A),PARDA,ATE 1.5
99810,M,43.2,OUTRO,PARDA,DE 1.5 A 3
112282,M,56.8,SOLTEIRO(A),PARDA,DE 1.5 A 3
112282,M,44.6,SOLTEIRO(A),PARDA,DE 6 A 10
112282,F,44,SOLTEIRO(A),PARDA,DE 1.5 A 3
112282,M,51.4,SOLTEIRO(A),PARDA,ATE 1.5
112282,F,46,SOLTEIRO(A),PARDA,ATE 1.5
112282,F,44.9,SEPARADO(A),PARDA,DE 1.5 A 3
112282,F,45.2,SOLTEIRO(A),PARDA,ATE 1.5
112282,F,39.2,SOLTEIRO(A),PARDA,DE 3 A 4.5
112282,M,43.6,SOLTEIRO(A),PARDA,DE 4.5 A 6
112282,F,41.7,SOLTEIRO(A),BRANCA,ATE 1.5
112282,F,49.3,CASADO(A),AMARELA,ATE 1.5
112282,M,55.1,SOLTEIRO(A),BRANCA,ATE 1.5
112282,M,33.1,OUTRO,PARDA,ATE 1.5
112282,F,28.3,SOLTEIRO(A),BRANCA,DE 4.5 A 6
112282,F,46.6,SOLTEIRO(A),PARDA,ATE 1.5
112282,M,42.6,CASADO(A),PARDA,DE 1.5 A 3
112282,M,59.7,SOLTEIRO(A),BRANCA,ATE 1.5
112282,F,48.4,SOLTEIRO(A),BRANCA,ATE 1.5
112282,M,34.6,CASADO(A),BRANCA,ATE 1.5
112282,M,30.1,SOLTEIRO(A),PARDA,ATE 1.5
112282,M,43.3,SOLTEIRO(A),PRETA,DE 1.5 A 3
112282,F,53.6,SOLTEIRO(A),PARDA,ATE 1.5
112282,F,33,SOLTEIRO(A),BRANCA,DE 3 A 4.5
112282,M,41.2,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
112282,M,51.6,SOLTEIRO(A),BRANCA,DE 1.5 A 3
112282,M,54.5,SOLTEIRO(A),PRETA,ATE 1.5
112282,F,43.3,SOLTEIRO(A),PARDA,ATE 1.5
112282,F,38.8,SOLTEIRO(A),PARDA,ATE 1.5
112282,F,58.3,SOLTEIRO(A),PARDA,DE 1.5 A 3
112282,F,48.7,SOLTEIRO(A),BRANCA,DE 1.5 A 3
112282,M,53.6,SOLTEIRO(A),BRANCA,DE 3 A 4.5
112282,F,58.5,SOLTEIRO(A),PARDA,ATE 1.5
112282,M,48.8,SOLTEIRO(A),PARDA,ATE 1.5
112282,F,59.5,SOLTEIRO(A),PARDA,ATE 1.5
112282,M,54,SOLTEIRO(A),PRETA,ATE 1.5
112282,M,30,SEPARADO(A),PARDA,ATE 1.5
112282,F,47.8,SOLTEIRO(A),BRANCA,DE 3 A 4.5
112282,F,37.9,SOLTEIRO(A),BRANCA,DE 1.5 A 3
112282,F,35.8,SOLTEIRO(A),PRETA,DE 1.5 A 3
112282,M,53.2,SOLTEIRO(A),BRANCA,ATE 1.5
112282,M,55.3,SOLTEIRO(A),BRANCA,ATE 1.5
112282,F,55.3,SOLTEIRO(A),PARDA,ATE 1.5
112282,F,56.6,SOLTEIRO(A),PARDA,DE 1.5 A 3
112282,M,29.3,SOLTEIRO(A),PARDA,ATE 1.5
112282,F,56.8,CASADO(A),PARDA,DE 1.5 A 3
112282,M,36,SOLTEIRO(A),PARDA,DE 1.5 A 3
112282,M,28.9,SOLTEIRO(A),BRANCA,DE 1.5 A 3
112282,F,33.1,NA,NA,NA
112282,M,42.9,SOLTEIRO(A),BRANCA,ATE 1.5
112294,M,37.4,SOLTEIRO(A),BRANCA,ATE 1.5
112294,F,33.2,SOLTEIRO(A),AMARELA,ATE 1.5
112294,F,48.4,SOLTEIRO(A),BRANCA,DE 1.5 A 3
112294,M,26.2,SOLTEIRO(A),PARDA,ATE 1.5
112294,F,44.8,SOLTEIRO(A),BRANCA,DE 1.5 A 3
112294,F,26,SOLTEIRO(A),PARDA,ATE 1.5
112294,M,48.2,OUTRO,PARDA,ATE 1.5
112294,F,32.9,SOLTEIRO(A),PARDA,ATE 1.5
112294,F,22.4,SOLTEIRO(A),PARDA,ATE 1.5
112294,F,38.8,SOLTEIRO(A),PARDA,ATE 1.5
112294,M,36.3,SOLTEIRO(A),PRETA,DE 1.5 A 3
112294,F,24.7,SOLTEIRO(A),PARDA,ATE 1.5
112294,F,43.2,SOLTEIRO(A),AMARELA,ATE 1.5
112294,F,43.6,SOLTEIRO(A),BRANCA,ATE 1.5
112294,F,36.1,SOLTEIRO(A),PARDA,ATE 1.5
112294,F,26.2,CASADO(A),PARDA,ATE 1.5
112294,F,33.1,SOLTEIRO(A),BRANCA,DE 1.5 A 3
112294,F,46.8,SOLTEIRO(A),BRANCA,DE 1.5 A 3
112294,F,24.3,SOLTEIRO(A),BRANCA,DE 1.5 A 3
112294,F,30.8,SOLTEIRO(A),PARDA,ATE 1.5
112294,F,28.6,SOLTEIRO(A),PARDA,ATE 1.5
112294,F,23.6,SOLTEIRO(A),PARDA,DE 1.5 A 3
112294,M,53.8,SOLTEIRO(A),BRANCA,DE 1.5 A 3
112294,F,13.4,SEPARADO(A),BRANCA,ATE 1.5
112294,F,24,SOLTEIRO(A),BRANCA,ATE 1.5
112294,F,23.4,CASADO(A),PARDA,ATE 1.5
112294,M,29.1,SOLTEIRO(A),BRANCA,DE 1.5 A 3
112294,M,44,SOLTEIRO(A),BRANCA,ATE 1.5
112294,F,26.4,SOLTEIRO(A),PRETA,DE 3 A 4.5
112294,M,42.9,SOLTEIRO(A),PARDA,DE 3 A 4.5
112294,M,47.2,SOLTEIRO(A),PARDA,ATE 1.5
112294,F,27,SOLTEIRO(A),PARDA,DE 1.5 A 3
112294,F,37.2,SOLTEIRO(A),BRANCA,DE 6 A 10
112294,F,44.3,SOLTEIRO(A),AMARELA,ATE 1.5
112294,F,32.4,SOLTEIRO(A),PARDA,ATE 1.5
112294,M,26.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
112294,M,45.3,SOLTEIRO(A),BRANCA,ATE 1.5
112294,F,55.7,SOLTEIRO(A),PARDA,DE 1.5 A 3
112294,M,43.7,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
112294,F,42.6,SOLTEIRO(A),PARDA,ATE 1.5
112294,M,27.9,SOLTEIRO(A),BRANCA,ATE 1.5
112294,F,30.7,SOLTEIRO(A),PARDA,ATE 1.5
112294,M,28,SOLTEIRO(A),BRANCA,DE 1.5 A 3
112294,F,54,SOLTEIRO(A),PARDA,ATE 1.5
112294,M,26.1,SOLTEIRO(A),BRANCA,DE 1.5 A 3
118550,M,66.4,SOLTEIRO(A),BRANCA,ATE 1.5
118550,F,27.3,SOLTEIRO(A),BRANCA,DE 1.5 A 3
118550,F,27,SOLTEIRO(A),BRANCA,DE 1.5 A 3
118550,F,52.2,OUTRO,BRANCA,DE 4.5 A 6
118550,M,54.2,SOLTEIRO(A),PARDA,ATE 1.5
118550,M,16.4,SOLTEIRO(A),BRANCA,ATE 1.5
118550,F,50.7,CASADO(A),PARDA,DE 3 A 4.5
118550,F,35.9,SOLTEIRO(A),BRANCA,DE 1.5 A 3
118550,F,53.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
118550,F,37.4,SOLTEIRO(A),AMARELA,DE 1.5 A 3
118550,F,41.2,SOLTEIRO(A),BRANCA,DE 1.5 A 3
118550,M,34.2,SOLTEIRO(A),BRANCA,DE 6 A 10
118550,F,37.1,SOLTEIRO(A),PARDA,ATE 1.5
118550,F,43.4,SOLTEIRO(A),PARDA,ATE 1.5
118550,M,34.1,SOLTEIRO(A),PARDA,ATE 1.5
118550,F,42.7,SOLTEIRO(A),BRANCA,DE 3 A 4.5
118550,F,56.3,SOLTEIRO(A),BRANCA,DE 3 A 4.5
118562,M,52.4,SOLTEIRO(A),BRANCA,ATE 1.5
118562,F,36.1,SOLTEIRO(A),PARDA,DE 3 A 4.5
118562,F,48.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
118562,M,27.7,SOLTEIRO(A),PRETA,DE 4.5 A 6
118562,F,49.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
118562,F,49.6,SOLTEIRO(A),PARDA,DE 1.5 A 3
118562,F,41.9,SOLTEIRO(A),BRANCA,F
118562,M,63.1,SOLTEIRO(A),BRANCA,DE 4.5 A 6
118562,M,41.5,SOLTEIRO(A),BRANCA,DE 6 A 10
118562,M,22.7,SOLTEIRO(A),PARDA,DE 6 A 10
118562,F,45.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
118562,F,53.1,SOLTEIRO(A),BRANCA,DE 3 A 4.5
118562,M,53.2,SOLTEIRO(A),BRANCA,DE 3 A 4.5
118562,F,45.1,SOLTEIRO(A),PRETA,F
118562,F,41.8,SOLTEIRO(A),PRETA,DE 6 A 10
118562,M,28.5,SOLTEIRO(A),PARDA,ATE 1.5
118562,F,38.1,SOLTEIRO(A),PARDA,DE 4.5 A 6
118562,M,58.3,SOLTEIRO(A),BRANCA,DE 6 A 10
118562,F,33.3,SOLTEIRO(A),NAO DECLARADO,DE 4.5 A 6
118562,F,48.1,SOLTEIRO(A),PARDA,DE 6 A 10
118562,M,47.4,SOLTEIRO(A),BRANCA,DE 3 A 4.5
118562,F,37.8,SOLTEIRO(A),PARDA,DE 3 A 4.5
118562,M,44.1,SOLTEIRO(A),PARDA,DE 6 A 10
118562,M,57.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
118562,M,68.5,SOLTEIRO(A),BRANCA,ATE 1.5
118562,M,55.3,SOLTEIRO(A),BRANCA,DE 6 A 10
118562,M,47.9,SOLTEIRO(A),PRETA,DE 4.5 A 6
118562,F,42.6,SOLTEIRO(A),BRANCA,DE 3 A 4.5
118562,M,43.9,SOLTEIRO(A),BRANCA,DE 3 A 4.5
118562,F,39.2,SOLTEIRO(A),PARDA,DE 1.5 A 3
118562,F,46.3,SOLTEIRO(A),PARDA,DE 6 A 10
118562,F,41.7,SOLTEIRO(A),BRANCA,ATE 1.5
118630,M,45,CASADO(A),PARDA,ATE 1.5
118630,M,35,CASADO(A),BRANCA,DE 3 A 4.5
118630,M,54.9,OUTRO,PRETA,DE 1.5 A 3
118630,M,44.9,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
118630,M,49.4,CASADO(A),PARDA,ATE 1.5
118630,M,39.8,SOLTEIRO(A),PARDA,DE 3 A 4.5
118630,M,34.1,SOLTEIRO(A),PRETA,DE 1.5 A 3
118630,M,47.4,SOLTEIRO(A),BRANCA,DE 1.5 A 3
118630,M,46.2,SOLTEIRO(A),PRETA,ATE 1.5
118630,F,52.1,SOLTEIRO(A),PARDA,ATE 1.5
118630,M,47.4,CASADO(A),PARDA,DE 1.5 A 3
118630,M,49.3,CASADO(A),PARDA,DE 1.5 A 3
118630,M,30.4,CASADO(A),BRANCA,DE 1.5 A 3
118630,F,44.3,SOLTEIRO(A),BRANCA,DE 3 A 4.5
118630,M,39.5,SOLTEIRO(A),BRANCA,DE 1.5 A 3
118630,F,35,SOLTEIRO(A),PARDA,ATE 1.5
118630,M,59,SOLTEIRO(A),PRETA,ATE 1.5
118630,M,31.5,SOLTEIRO(A),PARDA,ATE 1.5
118630,M,54.7,SOLTEIRO(A),PARDA,ATE 1.5
120777,M,43,CASADO(A),PARDA,DE 1.5 A 3
120777,M,57.8,SOLTEIRO(A),PARDA,DE 1.5 A 3
120777,F,60.8,SOLTEIRO(A),PARDA,DE 1.5 A 3
120777,F,44.2,SOLTEIRO(A),AMARELA,ATE 1.5
120777,M,65.3,SOLTEIRO(A),PARDA,DE 1.5 A 3
120777,M,43.1,CASADO(A),PRETA,ATE 1.5
120777,F,49.2,SOLTEIRO(A),BRANCA,DE 1.5 A 3
120777,F,39.1,CASADO(A),PARDA,ATE 1.5
120777,F,50.6,VIUVO(A),PRETA,ATE 1.5
120777,M,64.4,SOLTEIRO(A),PARDA,ATE 1.5
120777,F,43.4,CASADO(A),BRANCA,ATE 1.5
120777,M,49.2,SOLTEIRO(A),PARDA,DE 1.5 A 3
120777,F,34.9,SOLTEIRO(A),BRANCA,ATE 1.5
120777,F,46.5,SOLTEIRO(A),BRANCA,ATE 1.5
120777,M,63.1,CASADO(A),PARDA,ATE 1.5
120777,F,48.1,SOLTEIRO(A),PARDA,ATE 1.5
120777,M,60.4,SOLTEIRO(A),PARDA,ATE 1.5
120777,M,22.8,CASADO(A),PARDA,ATE 1.5
120777,F,34.4,SEPARADO(A),PRETA,ATE 1.5
120777,M,49.6,SOLTEIRO(A),PARDA,ATE 1.5
120777,M,43.6,SOLTEIRO(A),PRETA,DE 4.5 A 6
120777,F,36.7,SOLTEIRO(A),AMARELA,ATE 1.5
120777,F,44.3,SOLTEIRO(A),PARDA,ATE 1.5
120777,M,61.5,SOLTEIRO(A),BRANCA,DE 1.5 A 3
120777,F,43.3,SOLTEIRO(A),PRETA,ATE 1.5
120777,M,46.8,SOLTEIRO(A),AMARELA,DE 4.5 A 6
120777,M,40.7,SOLTEIRO(A),PARDA,ATE 1.5
120777,M,59.2,SOLTEIRO(A),PARDA,DE 3 A 4.5
120777,M,27.1,SOLTEIRO(A),BRANCA,DE 1.5 A 3
120777,M,74.6,SOLTEIRO(A),PARDA,ATE 1.5
120777,F,57.2,SOLTEIRO(A),BRANCA,ATE 1.5
120777,F,35.8,CASADO(A),PARDA,ATE 1.5
120777,F,52.4,SOLTEIRO(A),PARDA,ATE 1.5
120777,M,45.5,OUTRO,BRANCA,ATE 1.5
120777,M,73.3,SOLTEIRO(A),PARDA,ATE 1.5
120777,F,73.9,SOLTEIRO(A),PARDA,ATE 1.5
120777,M,42.3,SOLTEIRO(A),BRANCA,ATE 1.5
120777,M,45.1,SOLTEIRO(A),PRETA,ATE 1.5
120777,M,59.5,SOLTEIRO(A),PARDA,ATE 1.5
120777,F,48.9,SOLTEIRO(A),PARDA,ATE 1.5
120777,F,46.1,SOLTEIRO(A),BRANCA,ATE 1.5
120777,M,43.2,SOLTEIRO(A),BRANCA,ATE 1.5
120777,M,42.8,SOLTEIRO(A),BRANCA,ATE 1.5
120777,F,37.3,SOLTEIRO(A),PARDA,ATE 1.5
120777,F,62.6,SOLTEIRO(A),PARDA,DE 1.5 A 3
120777,M,42,SOLTEIRO(A),PARDA,ATE 1.5
120777,F,27.1,SOLTEIRO(A),BRANCA,ATE 1.5
120777,F,45.6,SOLTEIRO(A),PRETA,DE 1.5 A 3
120777,F,29.7,SOLTEIRO(A),PARDA,ATE 1.5
120777,F,53,SOLTEIRO(A),BRANCA,ATE 1.5
120777,M,63.8,SOLTEIRO(A),PARDA,ATE 1.5
120777,M,56.3,SOLTEIRO(A),PARDA,DE 1.5 A 3
120777,F,49.1,SOLTEIRO(A),PARDA,ATE 1.5
120777,F,47.5,SOLTEIRO(A),PARDA,DE 1.5 A 3
120777,F,65.8,SOLTEIRO(A),PARDA,DE 1.5 A 3
120777,F,35.6,SOLTEIRO(A),BRANCA,DE 1.5 A 3
120777,M,39.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
120777,M,56.3,NA,NA,NA
120777,M,46.7,CASADO(A),BRANCA,DE 1.5 A 3
120777,F,57.6,SOLTEIRO(A),PARDA,ATE 1.5
120777,M,18.8,SOLTEIRO(A),PARDA,ATE 1.5
120777,M,44.2,SOLTEIRO(A),PARDA,DE 1.5 A 3
120777,M,70.9,SOLTEIRO(A),PARDA,ATE 1.5
121366,M,52.6,CASADO(A),NAO DECLARADO,DE 4.5 A 6
121366,F,38.7,SOLTEIRO(A),PARDA,ATE 1.5
121367,F,70.3,NA,NA,NA
121367,F,61.9,SOLTEIRO(A),PARDA,ATE 1.5
121367,F,62.5,SOLTEIRO(A),BRANCA,ATE 1.5
121367,M,50.8,SOLTEIRO(A),PRETA,ATE 1.5
121367,F,31.8,OUTRO,PARDA,DE 1.5 A 3
313436,M,43.9,SOLTEIRO(A),PARDA,DE 4.5 A 6
313436,F,28.3,SOLTEIRO(A),PARDA,DE 1.5 A 3
313436,M,68.6,SOLTEIRO(A),BRANCA,DE 1.5 A 3
313436,M,49.3,SOLTEIRO(A),BRANCA,DE 1.5 A 3
313436,M,47.2,SOLTEIRO(A),BRANCA,DE 1.5 A 3
313436,M,62.5,SOLTEIRO(A),BRANCA,DE 6 A 10
313436,F,41.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
313448,F,54.3,SEPARADO(A),PARDA,DE 1.5 A 3
313448,M,65.2,SOLTEIRO(A),BRANCA,DE 6 A 10
313448,M,72.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
313448,M,79,SOLTEIRO(A),BRANCA,F
318388,M,45.3,SOLTEIRO(A),PARDA,ATE 1.5
318388,M,40.3,SOLTEIRO(A),BRANCA,DE 1.5 A 3
318388,M,60.3,SOLTEIRO(A),BRANCA,F
318388,M,48.2,SOLTEIRO(A),BRANCA,DE 1.5 A 3
318388,M,36.6,SOLTEIRO(A),NAO DECLARADO,DE 3 A 4.5
1106561,F,30.7,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106561,F,40.6,SOLTEIRO(A),PARDA,ATE 1.5
1106561,F,34.4,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106561,F,35.7,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106561,F,36.9,SOLTEIRO(A),PARDA,ATE 1.5
1106561,M,49,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106561,F,28.4,SOLTEIRO(A),BRANCA,ATE 1.5
1106561,F,51,CASADO(A),BRANCA,ATE 1.5
1106561,M,47.5,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106561,F,46.7,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106561,M,42.3,CASADO(A),BRANCA,DE 1.5 A 3
1106561,M,44.5,OUTRO,PARDA,ATE 1.5
1106561,F,35,SOLTEIRO(A),PRETA,F
1106561,F,29.7,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106561,F,28.8,SOLTEIRO(A),AMARELA,ATE 1.5
1106561,F,44.2,CASADO(A),BRANCA,ATE 1.5
1106561,F,46.3,SOLTEIRO(A),BRANCA,ATE 1.5
1106561,F,49,SOLTEIRO(A),NAO DECLARADO,DE 3 A 4.5
1106561,F,30.8,SOLTEIRO(A),PRETA,ATE 1.5
1106561,F,39.2,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106561,M,42.8,SOLTEIRO(A),BRANCA,ATE 1.5
1106561,F,30.9,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106561,F,26.8,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106561,M,40.4,SOLTEIRO(A),PARDA,DE 3 A 4.5
1106561,F,20.5,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106561,M,42.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106561,F,46.4,SOLTEIRO(A),BRANCA,F
1106562,M,34,SOLTEIRO(A),BRANCA,ATE 1.5
1106562,F,16.8,SOLTEIRO(A),PARDA,ATE 1.5
1106562,F,42.2,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106562,M,33.9,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106562,F,31,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106562,M,39.5,SOLTEIRO(A),BRANCA,ATE 1.5
1106562,F,37.9,SOLTEIRO(A),AMARELA,DE 1.5 A 3
1106562,F,9.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106562,M,48.8,SOLTEIRO(A),PARDA,ATE 1.5
