CO_CURSO,TP_SEXO,NT_GER,EST_CIVIL,COR_RACA,RENDA
1106562,M,28.5,SOLTEIRO(A),BRANCA,ATE 1.5
1106562,M,23.5,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106562,F,21.6,SOLTEIRO(A),BRANCA,ATE 1.5
1106562,F,27.7,SOLTEIRO(A),PARDA,ATE 1.5
1106562,F,40.8,SOLTEIRO(A),PARDA,ATE 1.5
1106562,F,31.3,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106562,F,42.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106562,F,18.8,SOLTEIRO(A),BRANCA,ATE 1.5
1106562,M,30.2,SOLTEIRO(A),PRETA,ATE 1.5
1106578,M,40.9,SOLTEIRO(A),BRANCA,ATE 1.5
1106578,F,34.3,SOLTEIRO(A),PARDA,ATE 1.5
1106578,F,37.5,SOLTEIRO(A),BRANCA,DE 6 A 10
1106578,M,29.6,SOLTEIRO(A),PRETA,DE 1.5 A 3
1106578,M,39.4,SOLTEIRO(A),PARDA,ATE 1.5
1106578,M,37.6,NA,NA,NA
1106578,M,51.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106578,F,38.3,SOLTEIRO(A),BRANCA,DE 4.5 A 6
1106578,M,47.8,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106578,M,57.6,SOLTEIRO(A),PARDA,DE 3 A 4.5
1106578,F,46.8,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
1106578,M,33.6,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106578,M,21.3,SOLTEIRO(A),PARDA,DE 3 A 4.5
1106578,M,32.5,SOLTEIRO(A),BRANCA,ATE 1.5
1106578,F,30.6,SOLTEIRO(A),BRANCA,F
1106578,F,31.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106578,M,49.2,SOLTEIRO(A),PARDA,ATE 1.5
1106578,F,44.1,SOLTEIRO(A),BRANCA,ATE 1.5
1106578,M,55.6,NA,NA,NA
1106578,F,48.5,SOLTEIRO(A),PARDA,ATE 1.5
1106578,M,49.8,SOLTEIRO(A),PARDA,ATE 1.5
1106578,F,54.3,NA,NA,NA
1106578,M,42,SOLTEIRO(A),BRANCA,DE 3 A 4.5
1106578,M,54,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106578,F,46.2,SOLTEIRO(A),PARDA,ATE 1.5
1106578,M,28.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106578,M,42.4,SOLTEIRO(A),PARDA,ATE 1.5
1106578,F,40.1,NA,NA,NA
1106578,M,58.4,SOLTEIRO(A),PARDA,DE 4.5 A 6
1106578,F,33.2,NA,NA,NA
1106578,F,30.7,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106578,F,34.6,OUTRO,BRANCA,ATE 1.5
1106578,M,29.6,NA,NA,NA
1106595,F,37.2,CASADO(A),PARDA,ATE 1.5
1106595,M,29.4,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106595,F,60.6,SOLTEIRO(A),PARDA,ATE 1.5
1106595,F,40,SOLTEIRO(A),PARDA,ATE 1.5
1106595,M,50.2,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106595,M,43.3,SOLTEIRO(A),PARDA,ATE 1.5
1106595,M,38.1,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106595,M,66.3,SOLTEIRO(A),PARDA,ATE 1.5
1106595,F,46.4,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106595,F,41.9,SOLTEIRO(A),PARDA,ATE 1.5
1106595,F,32.7,SOLTEIRO(A),PRETA,ATE 1.5
1106595,F,34.9,CASADO(A),PARDA,DE 1.5 A 3
1106595,F,40.7,OUTRO,BRANCA,ATE 1.5
1106595,M,39.8,NA,NA,NA
1106595,F,63.8,CASADO(A),NAO DECLARADO,DE 1.5 A 3
1106595,F,40.7,CASADO(A),PRETA,ATE 1.5
1106595,F,56.6,SOLTEIRO(A),PARDA,ATE 1.5
1106595,F,53.6,SOLTEIRO(A),PARDA,ATE 1.5
1106595,F,35.7,CASADO(A),PARDA,ATE 1.5
1106595,M,47.4,OUTRO,PRETA,ATE 1.5
1106595,M,50.8,SOLTEIRO(A),PARDA,DE 6 A 10
1106595,M,41.5,SOLTEIRO(A),AMARELA,DE 1.5 A 3
1106595,F,56.4,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106595,F,45.2,SOLTEIRO(A),PARDA,ATE 1.5
1106595,F,35.9,SOLTEIRO(A),PARDA,ATE 1.5
1106595,M,37.6,VIUVO(A),AMARELA,DE 1.5 A 3
1106595,M,13.2,NA,NA,NA
1106595,F,54.2,SOLTEIRO(A),BRANCA,ATE 1.5
1106595,M,53.6,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106595,F,40.6,SOLTEIRO(A),PARDA,ATE 1.5
1106595,F,35.9,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106595,F,43.9,SOLTEIRO(A),PARDA,ATE 1.5
1106595,F,45.3,SOLTEIRO(A),PRETA,DE 1.5 A 3
1106595,F,39.5,SOLTEIRO(A),BRANCA,ATE 1.5
1106595,F,26.4,SOLTEIRO(A),BRANCA,ATE 1.5
1106595,F,53.3,SOLTEIRO(A),PRETA,ATE 1.5
1106595,F,40.6,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106595,M,51.6,SOLTEIRO(A),PARDA,ATE 1.5
1106595,F,10.9,SOLTEIRO(A),PARDA,ATE 1.5
1106595,F,27.2,SOLTEIRO(A),PARDA,ATE 1.5
1106595,F,35.9,OUTRO,PARDA,ATE 1.5
1106595,F,43.4,SOLTEIRO(A),BRANCA,ATE 1.5
1106595,F,47.9,SOLTEIRO(A),PARDA,ATE 1.5
1106595,F,42.6,SOLTEIRO(A),PARDA,ATE 1.5
1106595,F,23.8,CASADO(A),PARDA,ATE 1.5
1106595,F,51.7,SOLTEIRO(A),PARDA,DE 1.5 A 3
1106595,F,35,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106595,F,44,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1106595,F,43.1,CASADO(A),PARDA,DE 1.5 A 3
1129147,M,65.4,SOLTEIRO(A),BRANCA,DE 3 A 4.5
1129147,F,73.6,SOLTEIRO(A),BRANCA,F
1129147,M,73.9,SOLTEIRO(A),PARDA,DE 3 A 4.5
1129147,F,47.6,SOLTEIRO(A),BRANCA,DE 4.5 A 6
1129147,M,29.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
1129147,M,65.8,SOLTEIRO(A),NAO DECLARADO,DE 3 A 4.5
1129147,F,40.6,SOLTEIRO(A),BRANCA,DE 3 A 4.5
1129147,M,75.8,SOLTEIRO(A),PARDA,ATE 1.5
1129147,M,68.8,SOLTEIRO(A),PARDA,DE 1.5 A 3
1129147,F,64.7,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1129147,F,50.6,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1129147,M,68.2,CASADO(A),BRANCA,DE 6 A 10
1129147,F,75.1,SOLTEIRO(A),BRANCA,F
1129147,M,71.1,SOLTEIRO(A),PARDA,F
1129147,M,53.7,SOLTEIRO(A),PARDA,DE 6 A 10
1129147,F,62.3,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1129147,F,70,SOLTEIRO(A),BRANCA,DE 3 A 4.5
1129147,M,73,SOLTEIRO(A),BRANCA,DE 4.5 A 6
1129147,F,53.3,SOLTEIRO(A),BRANCA,DE 3 A 4.5
1129147,M,39.8,SOLTEIRO(A),BRANCA,DE 3 A 4.5
1129147,F,80.2,SOLTEIRO(A),BRANCA,DE 6 A 10
1129147,F,68.5,SOLTEIRO(A),BRANCA,F
1129147,M,55.7,SOLTEIRO(A),BRANCA,F
1129147,M,70.1,SOLTEIRO(A),PARDA,DE 4.5 A 6
1129147,F,76.4,SOLTEIRO(A),PARDA,DE 6 A 10
1129147,F,76.9,SOLTEIRO(A),PARDA,F
1129147,F,64.7,SOLTEIRO(A),BRANCA,DE 6 A 10
1129147,F,76.4,SOLTEIRO(A),BRANCA,F
1129147,M,60.5,SOLTEIRO(A),BRANCA,DE 6 A 10
1129147,M,77.8,SOLTEIRO(A),BRANCA,DE 3 A 4.5
1129147,F,64.5,SOLTEIRO(A),BRANCA,DE 3 A 4.5
1129147,F,60.5,SOLTEIRO(A),BRANCA,F
1129147,M,65.2,SOLTEIRO(A),BRANCA,DE 3 A 4.5
1129147,F,64,SEPARADO(A),BRANCA,DE 3 A 4.5
1129147,F,50,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1129147,F,84.8,SOLTEIRO(A),BRANCA,DE 4.5 A 6
1129147,M,70.1,SOLTEIRO(A),PARDA,ATE 1.5
1129147,F,77,SOLTEIRO(A),BRANCA,F
1129147,F,66.1,SOLTEIRO(A),PARDA,ATE 1.5
1129147,F,62.6,SOLTEIRO(A),BRANCA,DE 3 A 4.5
1129147,F,56.5,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1129147,F,61.2,SOLTEIRO(A),PARDA,DE 3 A 4.5
1129147,F,64.9,SOLTEIRO(A),BRANCA,DE 3 A 4.5
1129147,F,66.8,SOLTEIRO(A),BRANCA,DE 4.5 A 6
1129147,M,73.7,SOLTEIRO(A),BRANCA,DE 6 A 10
1129147,F,53.1,SOLTEIRO(A),BRANCA,DE 4.5 A 6
1129147,F,74.6,SOLTEIRO(A),PARDA,DE 3 A 4.5
1129147,M,53.9,SOLTEIRO(A),NAO DECLARADO,DE 4.5 A 6
1129147,M,38.2,SOLTEIRO(A),PARDA,DE 4.5 A 6
1152880,M,34,SOLTEIRO(A),PARDA,DE 1.5 A 3
1152880,F,32.6,SOLTEIRO(A),PRETA,DE 1.5 A 3
1152880,M,40.6,SEPARADO(A),BRANCA,DE 3 A 4.5
1152880,F,43.6,SOLTEIRO(A),PARDA,ATE 1.5
1152880,F,39.9,SOLTEIRO(A),PARDA,ATE 1.5
1152880,M,69.7,SOLTEIRO(A),PARDA,DE 3 A 4.5
1152880,F,44.4,CASADO(A),BRANCA,ATE 1.5
1152880,F,53.8,SOLTEIRO(A),BRANCA,ATE 1.5
1152880,F,33.5,SOLTEIRO(A),PRETA,ATE 1.5
1152880,M,29,SOLTEIRO(A),PARDA,ATE 1.5
1152880,M,27.8,CASADO(A),PARDA,ATE 1.5
1152880,F,51.7,SOLTEIRO(A),PARDA,ATE 1.5
1152880,F,40.7,SOLTEIRO(A),PARDA,DE 1.5 A 3
1152880,F,49.1,SOLTEIRO(A),BRANCA,ATE 1.5
1152880,F,48.7,SOLTEIRO(A),PARDA,ATE 1.5
1152880,F,33.8,OUTRO,BRANCA,ATE 1.5
1152880,M,39.7,SOLTEIRO(A),PARDA,ATE 1.5
1152880,F,29.8,CASADO(A),AMARELA,ATE 1.5
1152881,M,16.3,CASADO(A),BRANCA,DE 3 A 4.5
1152881,F,46.8,CASADO(A),PARDA,ATE 1.5
1152881,F,49.8,SOLTEIRO(A),PARDA,ATE 1.5
1152881,M,46.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
1152881,F,40.3,SOLTEIRO(A),PRETA,ATE 1.5
1152881,M,34.2,CASADO(A),PARDA,ATE 1.5
1152881,F,25.3,SOLTEIRO(A),PARDA,ATE 1.5
1152881,F,36.7,CASADO(A),PARDA,DE 1.5 A 3
1152881,M,34.4,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1152881,F,38,SEPARADO(A),PARDA,ATE 1.5
1152881,F,47.7,OUTRO,PARDA,DE 1.5 A 3
1152881,M,33.3,SOLTEIRO(A),BRANCA,ATE 1.5
1152881,M,41.6,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1152881,F,49.4,SOLTEIRO(A),PRETA,ATE 1.5
1152881,M,29.8,CASADO(A),PARDA,ATE 1.5
1152881,M,45.8,SOLTEIRO(A),BRANCA,ATE 1.5
1152881,M,28.4,SOLTEIRO(A),AMARELA,ATE 1.5
1152881,M,43,SOLTEIRO(A),PARDA,DE 1.5 A 3
1152881,M,63.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
1152881,M,37.2,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1152881,M,32.8,SOLTEIRO(A),PARDA,ATE 1.5
1152881,M,48,SOLTEIRO(A),BRANCA,ATE 1.5
1152881,F,23.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
1152881,F,27.3,CASADO(A),BRANCA,ATE 1.5
1152881,M,31.5,CASADO(A),PARDA,ATE 1.5
1152881,M,28.5,SOLTEIRO(A),PARDA,ATE 1.5
1152881,F,31.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
1152881,F,35.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
1152881,M,21.9,SOLTEIRO(A),PARDA,ATE 1.5
1152881,F,31.2,CASADO(A),PARDA,ATE 1.5
1152881,F,37.2,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1152881,M,58.5,SOLTEIRO(A),PARDA,ATE 1.5
1152881,M,20.2,SOLTEIRO(A),PARDA,DE 1.5 A 3
1152882,F,49.4,CASADO(A),PARDA,DE 3 A 4.5
1152882,F,45.5,NA,NA,NA
1152882,F,36.6,SOLTEIRO(A),BRANCA,ATE 1.5
1152882,M,48.4,SOLTEIRO(A),PARDA,ATE 1.5
1152882,M,55,SOLTEIRO(A),PARDA,ATE 1.5
1152882,M,59.4,CASADO(A),NAO DECLARADO,ATE 1.5
1152882,M,32.1,SOLTEIRO(A),PARDA,ATE 1.5
1152882,M,64.6,SOLTEIRO(A),PARDA,ATE 1.5
1152882,F,45.7,SOLTEIRO(A),PARDA,ATE 1.5
1152882,F,45.2,CASADO(A),BRANCA,ATE 1.5
1152882,M,55,SOLTEIRO(A),PRETA,ATE 1.5
1152882,F,35,SOLTEIRO(A),PARDA,DE 1.5 A 3
1152882,F,63.2,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1152882,F,47.2,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1152882,F,49.9,SOLTEIRO(A),PRETA,ATE 1.5
1152882,M,52.5,SOLTEIRO(A),PARDA,ATE 1.5
1152882,F,44.9,SOLTEIRO(A),PARDA,ATE 1.5
1152882,M,64,SOLTEIRO(A),AMARELA,ATE 1.5
1152882,F,36.5,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1152882,F,73.9,SOLTEIRO(A),PRETA,ATE 1.5
1152882,F,52.7,SOLTEIRO(A),NAO DECLARADO,ATE 1.5
1152882,F,63.5,SEPARADO(A),PARDA,ATE 1.5
1152882,F,53,SOLTEIRO(A),PARDA,ATE 1.5
1152882,F,51.7,SOLTEIRO(A),BRANCA,ATE 1.5
1152882,F,36.2,SOLTEIRO(A),BRANCA,ATE 1.5
1152882,M,42.2,SOLTEIRO(A),BRANCA,ATE 1.5
1152882,F,75.4,SOLTEIRO(A),PARDA,ATE 1.5
1152882,F,45.4,SOLTEIRO(A),PARDA,ATE 1.5
1152882,M,43.8,SOLTEIRO(A),PARDA,ATE 1.5
1152882,M,52.7,SOLTEIRO(A),PARDA,ATE 1.5
1152882,F,51.2,SOLTEIRO(A),PARDA,ATE 1.5
1152882,F,53.6,SOLTEIRO(A),PRETA,DE 1.5 A 3
1152882,F,65.2,CASADO(A),PRETA,ATE 1.5
1158116,F,32.5,SOLTEIRO(A),PARDA,ATE 1.5
1158116,F,43.4,SOLTEIRO(A),BRANCA,ATE 1.5
1158116,F,32.6,CASADO(A),BRANCA,ATE 1.5
1158116,M,62.1,CASADO(A),PARDA,DE 1.5 A 3
1158116,M,66.2,SOLTEIRO(A),BRANCA,ATE 1.5
1158116,F,44.5,SEPARADO(A),PARDA,ATE 1.5
1158116,F,63.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
1158116,F,68.2,CASADO(A),PARDA,ATE 1.5
1158116,F,41.6,SOLTEIRO(A),PARDA,ATE 1.5
1158116,F,41.4,SOLTEIRO(A),PARDA,ATE 1.5
1158116,M,31.7,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1158116,F,64.5,SOLTEIRO(A),PRETA,ATE 1.5
1158116,F,66.3,SOLTEIRO(A),PARDA,DE 6 A 10
1158116,F,69.3,SOLTEIRO(A),PARDA,ATE 1.5
1158116,F,38.6,SOLTEIRO(A),PARDA,DE 3 A 4.5
1158116,F,54.3,SOLTEIRO(A),BRANCA,ATE 1.5
1158116,F,50.1,SOLTEIRO(A),PRETA,ATE 1.5
1158116,F,56.5,CASADO(A),AMARELA,DE 1.5 A 3
1158116,F,41.2,CASADO(A),BRANCA,ATE 1.5
1158116,F,52,SOLTEIRO(A),PRETA,ATE 1.5
1158116,F,62.7,CASADO(A),BRANCA,DE 1.5 A 3
1158116,F,35.9,SOLTEIRO(A),PARDA,DE 6 A 10
1158116,F,51.7,CASADO(A),PARDA,DE 1.5 A 3
1158116,F,50.5,SOLTEIRO(A),PARDA,ATE 1.5
1158116,M,66.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
1158116,F,55.2,SOLTEIRO(A),PARDA,DE 1.5 A 3
1158116,F,43.5,CASADO(A),PRETA,ATE 1.5
1158116,F,54.9,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1158116,F,49.3,SOLTEIRO(A),PARDA,DE 1.5 A 3
1158116,F,52.1,SOLTEIRO(A),BRANCA,ATE 1.5
1158116,F,40,CASADO(A),AMARELA,DE 4.5 A 6
1158907,F,54.1,SOLTEIRO(A),BRANCA,DE 4.5 A 6
1158907,M,53.8,OUTRO,BRANCA,ATE 1.5
1158907,M,55.7,OUTRO,NAO DECLARADO,ATE 1.5
1158907,F,74,CASADO(A),PARDA,ATE 1.5
1158907,F,48.1,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1158907,F,42,SOLTEIRO(A),AMARELA,DE 1.5 A 3
1158907,F,48.8,SOLTEIRO(A),PARDA,ATE 1.5
1158907,M,53.1,SOLTEIRO(A),PARDA,DE 3 A 4.5
1158907,F,57.7,SOLTEIRO(A),BRANCA,DE 4.5 A 6
1158907,F,47.3,SOLTEIRO(A),PARDA,DE 3 A 4.5
1158907,F,61,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
1158907,F,63.8,SOLTEIRO(A),INDÍGENA,DE 3 A 4.5
1158907,F,53.9,SOLTEIRO(A),BRANCA,DE 4.5 A 6
1160083,F,59.9,SOLTEIRO(A),BRANCA,ATE 1.5
1160083,F,58.3,SOLTEIRO(A),PARDA,ATE 1.5
1160083,F,49,SOLTEIRO(A),AMARELA,ATE 1.5
1160083,F,38.8,SOLTEIRO(A),PRETA,ATE 1.5
1160083,F,43,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1160083,F,46.5,CASADO(A),PARDA,ATE 1.5
1160083,M,52.4,SOLTEIRO(A),BRANCA,ATE 1.5
1160083,F,57.5,SOLTEIRO(A),BRANCA,ATE 1.5
1160083,F,21.4,CASADO(A),PRETA,ATE 1.5
1160083,M,45.4,SOLTEIRO(A),BRANCA,ATE 1.5
1160083,F,41.5,SOLTEIRO(A),BRANCA,DE 3 A 4.5
1160083,F,54.3,CASADO(A),BRANCA,ATE 1.5
1160083,F,59.5,SOLTEIRO(A),PARDA,DE 1.5 A 3
1160083,F,54.4,CASADO(A),BRANCA,DE 1.5 A 3
1160083,F,47.4,SOLTEIRO(A),PARDA,ATE 1.5
1160083,F,32.6,SOLTEIRO(A),PRETA,ATE 1.5
1160083,M,55.5,SOLTEIRO(A),PARDA,DE 1.5 A 3
1160083,F,26.6,SOLTEIRO(A),BRANCA,ATE 1.5
1160083,F,37.6,SOLTEIRO(A),BRANCA,ATE 1.5
1160083,F,59.8,SOLTEIRO(A),PARDA,ATE 1.5
1160083,F,27.1,SOLTEIRO(A),PARDA,ATE 1.5
1160083,M,42.6,SOLTEIRO(A),PARDA,ATE 1.5
1160083,M,59.1,SOLTEIRO(A),PARDA,ATE 1.5
1160083,F,38.5,SOLTEIRO(A),PARDA,ATE 1.5
1160083,F,47.4,CASADO(A),BRANCA,ATE 1.5
1160083,M,41.3,CASADO(A),PARDA,ATE 1.5
1160083,F,51.2,SOLTEIRO(A),PRETA,ATE 1.5
1160083,M,55.4,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1160083,M,42.4,SOLTEIRO(A),PARDA,ATE 1.5
1160083,F,47.6,SOLTEIRO(A),PARDA,ATE 1.5
1160083,F,39.7,SOLTEIRO(A),PARDA,ATE 1.5
1160083,F,64.2,SOLTEIRO(A),BRANCA,ATE 1.5
1160083,M,60.2,SOLTEIRO(A),BRANCA,ATE 1.5
1160083,F,38.6,CASADO(A),PARDA,ATE 1.5
1160083,M,69.2,SOLTEIRO(A),PARDA,DE 1.5 A 3
1160083,F,54.3,SOLTEIRO(A),PARDA,ATE 1.5
1160083,M,60.8,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1160083,F,34.8,CASADO(A),PARDA,ATE 1.5
1160083,M,46.9,CASADO(A),PARDA,DE 3 A 4.5
1160083,F,47.6,SOLTEIRO(A),AMARELA,ATE 1.5
1160083,F,39.7,CASADO(A),PARDA,ATE 1.5
1160083,M,48.2,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
1160083,F,33.9,CASADO(A),PARDA,ATE 1.5
1160083,F,47,SOLTEIRO(A),BRANCA,ATE 1.5
1162185,F,51.2,SOLTEIRO(A),PRETA,ATE 1.5
1162185,F,55.3,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1162185,F,79.5,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1162185,M,62.5,SOLTEIRO(A),PARDA,ATE 1.5
1162185,F,50.4,SOLTEIRO(A),BRANCA,ATE 1.5
1162185,F,32.8,SOLTEIRO(A),BRANCA,ATE 1.5
1162185,M,27.1,SOLTEIRO(A),PARDA,ATE 1.5
1162185,F,62.3,SOLTEIRO(A),PARDA,ATE 1.5
1162185,M,38.1,SOLTEIRO(A),BRANCA,DE 1.5 A 3
1162185,F,38.3,CASADO(A),NAO DECLARADO,ATE 1.5
1162185,M,48.6,SOLTEIRO(A),PRETA,ATE 1.5
1162185,F,51.8,SOLTEIRO(A),PARDA,ATE 1.5
1162185,F,51.1,SOLTEIRO(A),PRETA,DE 3 A 4.5
1162185,F,50.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
1204358,M,41.9,SOLTEIRO(A),PARDA,ATE 1.5
1204358,F,46.7,SOLTEIRO(A),PRETA,ATE 1.5
1204358,F,34.9,SOLTEIRO(A),BRANCA,ATE 1.5
1152879,M,NA,SOLTEIRO(A),PARDA,ATE 1.5
